"","PROLIFIC_PID","I.would.feel.a.sense.of.loss.if.an.intelligent.system.was.unavailable.and.I.could.no.longer.use.it.","Intelligent.systems.help.me.to.understand.the.world.around.me.","Intelligent.systems.help.me.to.plan.","I.spend.a.lot.of.my.time.interacting.with.intelligent.systems.on.an.average.day.","I.m.concerned.that.intelligent.systems.will.collect.too.much.personal.information.from.me.","I.worry.that.intelligent.systems.will.lead.to.a.surveillance.state.","I.m.worried.about.the.general.safety.of.intelligent.systems.","I.am.suspicious.of.an.intelligent.system.s.action..or.outputs.","I.have.the.knowledge.necessary.to.use.intelligent.systems.","I.find.it.easy.to.learn.to.use.new.intelligent.systems.","Intelligent.systems.are.difficult.to.navigate.","I.find.intelligent.systems.easy.to.use.","Truck.driving.should.be.left.to.humans.rather.being.handled.by.a.system.","Deliveries.of.products.to.customers.can.only.be.done.by.humans.","I.would.not.use.a.self.driving.driverless.car.as.my.primary.means.of.transportation.","Final.decisions.about.who.to.hire.for.a.job.should.be.made.by.qualified.people.and.not.by.automated.hiring.systems.","When.sentencing.persons.convicted.of.crimes..automated.systems.should.be.used.instead.of.human.judges.or.juries.","Automated.education.systems.are.more.effective.than.human.led.classrooms.","Music.streaming.applications.have.the.ability.to.make.music.recommendations.for.me.that.I.will.enjoy.","When.shopping.online.personalized.computer.generated.ads.are.very.helpful.recommendations.","Social.media.feeds.are.useful.for.suggesting.content.that.I.would.like","abilitySub","integritySub","understandingSub","intTotal","abilityDiff","integrityDiff","understandingDiff","intTotalDiff","transportSub","decisionSub","socialSub","specTotal","transportDiff","decisionDiff","socialDiff","Final.Dot.Difference","Num.Of.Trials","Choice.of.Human","Choice.of.Algorithm","Human.Trials.Changed.to.Algor","Algor.Trials.Changed.to.Human","Algor.Default.Trials.Not.Changed","Human.Default.Trials.Not.Changed","Block.4.Human.Acc","Block.4.Algor.Acc","Human.Choice.After.Block.4","Algor.Choice.After.Block.4","Advisor.Changed","Left.Box.Chosen","Preference.Strength","Max.Cj","Min.Cj","Cj.Range","Num.of.Unique.Cj.Values","Advice.Ignored.Trials","Mean.Cj.Change","Cj1.Mean.Resolution","Cj2.Mean.Resolution","Mean.Cj1.Accuracy","Mean.Cj2.Accuracy","Sway.of.Human.Advice","Sway.of.Algor.Advice","Mean.RT1","Mean.RT2","Mean.CTC","AccQuant1","AccQuant2","AccQuant3","AccQuant4","AdvQuant1","AdvQuant2","AdvQuant3","AdvQuant4","CjQuant1","CjQuant2","CjQuant3","CjQuant4","Mean.Cj1","Mean.Cj2","St.Dev.Cj1","St.Dev.Cj2","Human.Agreed..","Algor.Agreed..","Algor.Agreed...Diff","Human.Agreed.Conf.Diff","Algor.Agreed.Conf.Diff","Human.Disagreed.Conf.Diff","Algor.Disagreed.Conf.Diff","Algor.Relative.Influence","dd.Block.1.End","dd.Block.2.End","Block.1.Accuracy","Block.2.Accuracy","The.human.advisor.is.reliable.","I.am.confident.in.the.human.advisor.","I.can.trust.the.human.advisor.","The.human.advisor.is.dependable.","The.computer.advisor.is.reliable.","I.am.confident.in.the.computer.advisor.","I.can.trust.the.computer.advisor.","The.computer.advisor.is.dependable.","This.task.would.be.much.harder.without.an.advisor.","I.believe.the.human.s.advice.was.from.a.real.person.who.was.a.past.participant.","I.believe.the.computer.s.advice.was.from.a.real.algorithm.","I.feel.that.the.task.was.too.easy.","humanTrustReport","algorTrustReport","algorTrustDiff","influenceR","humanAgConfDiffR","humanDisConfDiffR","algorAgConfDiffR","algorDisConfDiffR"
"60","5f2089b7d71bef17cd2d0509",5,7,7,6,5,4,3,5,6,6,6,7,7,7,6,3,1,3,7,4,5,25,17,25,67,9,1,9,19,20,7,16,43,8,-5,4,9,240,0.119,0.881,0.825,0.0625,0.9375,0.175,0.647,0.628,0.1,0.9,0.44375,0.45,0.381,36,4,32,28,13,9.208,6.561,5.394,0.771,0.767,1.538,3.868,1.398,1.493,3.497,0.891,0.698,0.702,0.763,0.673,0.811,0.766,0.814,0.229,0.221,0.196,0.246,22.717,28.924,4.506,10.463,0.725,0.725,0,3,4.481,-2.182,2.364,-3.064,15,9,0.633,0.733,4,4,3,4,3,2,3,3,5,5,5,1,15,11,-4,6.08058608058608,10.7142857142857,-4.66666666666667,13,-8.46153846153846
"61","5f209bb12cf3543aed1fee25",7,6,6,7,3,3,3,4,7,7,6,6,2,2,3,1,1,2,6,6,6,26,13,26,65,10,-3,10,17,7,4,18,29,-5,-8,6,14,240,0.731,0.269,0.3875,0.85,0.15,0.6125,0.742,0.621,0.792,0.208,0.61875,0.579,0.231,50,1,49,45,29,4.521,3.992,0.242,0.767,0.758,0.944,1.528,2.56,2.071,4.082,0.78,0.75,0.772,0.817,0.424,0.396,0.333,0.233,0.246,0.2,0.237,0.25,18.725,18.537,17.472,17.388,0.846,0.927,0.081,-0.067,-0.545,6,24.333,-18.812,12,14,0.633,0.6,4,4,5,4,4,4,3,3,2,5,4,2,17,14,-3,9.3962703962704,0.730769230769231,-11.6153846153846,1.83333333333333,-19.9090909090909
"62","5f2339c2b41ba40eafd36953",3,4,3,3,3,3,3,4,4,5,5,5,3,6,4,2,4,3,5,1,2,13,13,19,45,-3,-3,3,-3,13,9,8,30,1,-3,-4,15,240,0.369,0.631,0.3375,0.075,0.925,0.6625,0.846,0.723,0.467,0.533,0.20625,0.483,0.131,50,3,47,38,67,4.783,6.126,10.351,0.812,0.825,1.923,0.703,1.833,3.131,5.135,0.927,0.768,0.763,0.833,0.545,0.589,0.661,0.6,0.229,0.233,0.246,0.25,23.533,27.693,9.662,10.764,0.8,0.675,-0.125,-2.774,0.292,1.375,1.462,2.979,11,15,0.667,0.567,3,2,3,2,3,3,3,2,4,3,1,2,10,11,1,6.90063159438624,5.35483870967742,0.222222222222222,4.73913043478261,-7.29411764705882
"63","5f24289ed102ed000b9f98b0",4,5,5,3,2,2,3,3,6,7,2,5,4,3,2,7,1,4,6,3,2,17,10,20,47,1,-6,4,-1,9,12,11,32,-3,0,-1,15,240,0.206,0.794,0.775,0.1875,0.8125,0.225,0.579,0.707,0.2,0.8,0.48125,0.308,0.294,50,2,48,48,22,13.375,1.659,1.614,0.588,0.654,2.632,0.553,3.315,3.094,5.116,0.65,0.5,0.596,0.61,0.717,0.7,0.632,0.729,0.25,0.25,0.237,0.246,27.812,35.148,14.513,14.885,0.641,0.829,0.188,3.167,1.129,1.714,-2,1.677,15,15,0.533,0.633,1,1,1,1,2,2,2,2,2,4,2,2,4,8,4,27.9589068825911,9.95,-6.05263157894737,13.5,-30.4615384615385
"64","5f25f878b35a042f630d207f",5,7,3,7,2,3,3,6,6,6,3,6,7,7,6,2,2,1,7,3,5,22,14,21,57,6,-2,5,9,20,5,15,40,8,-7,3,2,240,0.319,0.681,0.4375,0.075,0.925,0.5625,0.412,0.651,0.375,0.625,0.25625,0.354,0.181,35,1,34,34,1,7.8,1.016,2.098,0.571,0.662,3.818,1.333,1.63,1.925,3.93,0.603,0.526,0.562,0.534,0.655,0.667,0.667,0.552,0.242,0.237,0.2,0.242,15.017,13.86,7.002,10.298,0.927,0.872,-0.055,-3.233,-0.452,-9.667,-6.8,-0.085,7,2,0.833,0.8,3,4,4,4,3,4,2,2,2,2,2,2,15,11,-4,-3.14174641148325,3.78947368421053,-17.2272727272727,5.54166666666667,-12.3333333333333
"65","5f2af42fbc242945b9f7dba9",2,4,4,5,2,2,2,3,6,6,5,6,3,4,4,4,6,5,3,5,5,15,9,23,47,-1,-7,7,-1,11,15,13,39,-1,3,1,6,240,0.881,0.119,0.0375,0.8,0.2,0.9625,0.714,0.545,0.85,0.15,0.41875,0.358,0.381,50,8,42,35,109,7.642,0.752,1.413,0.679,0.708,4.641,1.026,1.34,1.292,3.295,0.712,0.579,0.462,0,0.322,0.158,0.269,0,0.246,0.237,0.108,0,39.375,41.186,12.077,12.719,0.575,0.575,0,-6.227,-1.182,-2.588,-0.824,3.281,6,6,0.867,0.667,4,4,4,4,2,2,2,2,3,4,2,3,16,8,-8,-11.2017543859649,9.1,-17.4,4.66666666666667,-10.6315789473684
"66","5f3167efac2e4b000a6baa04",4,6,5,5,3,2,3,1,7,7,4,5,4,7,6,2,1,3,6,4,3,20,9,23,52,4,-7,7,4,17,6,13,36,5,-6,1,12,240,0.569,0.431,0.5,0.6375,0.3625,0.5,0.562,0.679,0.575,0.425,0.56875,0.467,0.069,50,1,49,38,1,26.288,1.278,11.6,0.617,0.704,2.432,12.323,1.097,1.099,3.104,0.68,0.632,0.556,0.62,0.38,0.404,0.5,0.48,0.208,0.237,0.225,0.208,12.058,37.583,9.319,14.562,0.925,0.775,-0.15,1.176,20.522,16.667,-11.25,47.262,15,12,0.567,0.667,3,4,4,4,3,3,3,4,4,1,1,1,15,13,-2,-5.07278346121056,26.9583333333333,-20.25,23.3529411764706,-18.7826086956522
"67","5f35050d72e95343c64aef66",5,4,2,4,1,3,1,3,5,5,5,5,1,1,1,1,1,1,6,6,7,15,8,20,43,-1,-8,4,-5,3,3,19,25,-9,-9,7,14,240,0.5,0.5,0,0,1,1,0.6,0.867,0.5,0.5,0,0.725,0,48,1,47,46,4,18.638,6.127,1.687,0.754,0.771,4.128,4.091,1.87,2.084,4.092,0.895,0.672,0.545,0.933,0.561,0.431,0.545,0.433,0.237,0.242,0.229,0.25,26.904,45.133,13.479,7.341,0.7,0.925,0.225,-3.519,-3.433,-5.5,-10.667,5.252,12,14,0.7,0.667,2,2,3,3,4,3,4,4,4,4,4,1,10,15,5,46.1453754578755,17.7083333333333,-2.9375,20.0769230769231,-46.7142857142857
"68","5f4ff8efa8de8e14c2cd6e0b",1,2,1,1,7,7,6,5,7,5,2,6,4,4,3,7,1,3,1,1,1,5,25,20,50,-11,9,4,2,11,11,3,25,-1,-1,-9,15,240,0.531,0.469,0.4,0.4625,0.5375,0.6,0.793,0.839,0.55,0.45,0.43125,0.362,0.031,26,1,25,24,40,1.783,2.486,2.341,0.662,0.717,0.026,0.472,8.472,21.659,23.687,0.889,0.605,0.512,0.822,0.511,0.302,0.463,0.622,0.188,0.179,0.171,0.188,8.183,8.875,3.842,4.506,0.625,0.725,0.1,0.348,0.423,-0.467,0.6,-0.991,14,15,0.567,0.6,3,2,3,3,3,2,3,3,4,4,3,1,11,11,0,1.54833759590793,1.55,-3.05,0.91304347826087,-5.23529411764706
"69","5f5c79a330ec6f471bac45dc",5,6,5,5,5,4,3,3,5,6,4,5,3,2,3,1,3,4,6,5,6,21,15,20,56,5,-1,4,8,8,8,17,33,-4,-4,5,15,240,0.5,0.5,0,0,1,1,0.8,0.833,0.5,0.5,0,0.275,0,34,6,28,23,35,4.658,4.969,0.869,0.617,0.692,2.684,0.316,2.481,2.816,4.822,0.8,0.528,0.511,0.6,0.467,0.472,0.489,0.545,0.25,0.221,0.188,0.229,14.762,13.844,4.598,6.616,0.8,0.925,0.125,-1.567,0.057,-6.875,-4.667,-0.585,15,15,0.467,0.5,4,3,4,4,4,4,4,3,4,4,4,2,15,15,0,14.2883771929825,-1.20833333333333,-12.9375,5.33333333333333,-20.6842105263158
"70","5f63b3bdfcaaa10e5a8d7e5a",5,5,6,6,3,5,4,3,7,5,5,6,3,6,5,1,1,5,7,5,6,22,15,23,60,6,-1,7,12,14,7,18,39,2,-5,6,12,240,0.231,0.769,0.5375,0,1,0.4625,0.6,0.644,0.267,0.733,0.26875,0.487,0.269,50,8,42,43,33,13.021,9.316,8.008,0.6,0.629,4.263,1.59,1.641,2.015,4.03,0.776,0.589,0.373,0.695,0.672,0.714,0.712,0.644,0.242,0.233,0.246,0.246,36.758,36.199,11.594,16.465,0.55,0.75,0.2,1,-0.966,-10.111,-3.4,-8.677,15,12,0.433,0.767,2,4,2,2,1,3,3,2,3,4,4,2,10,9,-1,-2.40861769809138,10.5789473684211,-22.1428571428571,10.3846153846154,-19.9285714285714
"71","5f68fc565258c10c30d48db8",5,5,6,4,2,3,3,3,5,4,5,5,4,6,3,1,3,2,5,4,3,20,11,19,50,4,-5,3,2,13,6,12,31,1,-6,0,4,240,0.719,0.281,0.1375,0.575,0.425,0.8625,0.743,0.64,0.758,0.242,0.35625,0.317,0.219,42,1,41,40,5,15.788,3.95,2.017,0.592,0.679,5.316,2.611,2.992,3.513,5.518,0.702,0.525,0.566,0.596,0.246,0.424,0.377,0.368,0.237,0.246,0.221,0.237,16.104,24.078,10.299,17.276,0.725,0.65,-0.075,9.185,8.864,-4.182,-7.214,2.711,13,4,0.733,0.867,3,3,3,2,3,2,3,3,2,4,4,1,11,11,0,-1.32592845750741,21.1818181818182,-14.1666666666667,21.7368421052632,-12.2857142857143
"72","5f751b67f9a33b18498b9429",6,5,5,5,6,4,5,5,7,7,2,7,4,6,5,4,2,5,6,6,6,21,20,23,64,5,4,7,16,15,11,18,44,3,-1,6,12,240,0.494,0.506,0.0875,0.075,0.925,0.9125,0.69,0.71,0.5,0.5,0.08125,0.617,0.006,31,10,21,22,7,7.888,10.954,3.053,0.9,0.892,0.95,2.684,1.447,1.597,3.602,0.904,0.809,0.941,0.982,0.385,0.532,0.667,0.473,0.217,0.196,0.212,0.229,21.85,16.477,4.292,8.331,0.775,0.675,-0.1,1.774,0.44,-1.889,7,-10.223,11,12,0.733,0.733,4,4,3,2,4,4,4,3,2,2,3,2,13,15,2,0.484874551971325,-1.38709677419355,-15.2222222222222,0.12,-14.2
"73","5f75b5d059b8cb24aa22cc6f",3,3,5,5,2,3,3,3,5,3,5,3,4,6,6,3,3,3,3,2,3,16,11,16,43,0,-5,0,-5,16,9,8,33,4,-3,-4,10,240,0.537,0.463,0.0625,0.1375,0.8625,0.9375,0.743,0.84,0.517,0.483,0.1,0.729,0.037,31,1,30,25,0,5.821,1.887,1.443,0.671,0.671,3.139,2.636,1.867,1.971,3.989,0.646,0.659,0.565,0.842,0.5,0.512,0.457,0.421,0.2,0.171,0.192,0.237,7.754,12.2,4.594,7.572,0.85,0.8,-0.05,-3.5,-4.32,-1.333,2.625,-4.778,14,10,0.667,0.767,4,4,4,4,2,3,3,2,3,4,4,2,16,10,-6,0.89751552795031,7.17857142857143,-5.75,6.82608695652174,-7
"74","5f8040a15e9c0003ae16dc31",5,6,6,7,3,2,2,3,6,6,5,6,1,3,2,1,4,5,6,6,6,24,10,23,57,8,-6,7,9,6,10,18,34,-6,-2,6,7,240,0.263,0.738,0.475,0,1,0.525,0.75,0.75,0.2,0.8,0.2375,0.179,0.237,46,2,44,36,8,10.396,3.895,0.293,0.542,0.608,3.231,0.55,2.559,7.454,9.511,0.746,0.359,0.5,0.534,0.695,0.59,0.667,0.621,0.246,0.163,0.225,0.242,16.425,21.515,8.642,12.922,0.75,0.75,0,5.414,1.5,-3.1,-6.7,-0.314,13,7,0.6,0.767,4,4,4,4,4,3,4,3,4,4,3,2,16,14,-2,6.6390977443609,13.952380952381,-12.8421052631579,19.0526315789474,-14.3809523809524
"75","5f805400d51803055cff78f0",1,1,4,2,3,3,3,4,5,5,6,6,2,5,1,3,2,1,6,2,6,8,13,22,43,-8,-3,6,-5,8,6,14,28,-4,-6,2,9,240,0.113,0.887,0.8375,0.0625,0.9375,0.1625,0.571,0.63,0.117,0.883,0.45,0.492,0.387,45,3,42,41,0,6.358,0.009,0.118,0.65,0.704,1.553,0.811,2.311,2.482,4.498,0.683,0.672,0.517,0.759,0.683,0.793,0.724,0.87,0.25,0.242,0.242,0.225,24.908,22.585,9.978,12.191,0.59,0.537,-0.053,0.136,-0.278,3.5,1.842,1.244,6,9,0.9,0.6,3,2,3,4,4,4,4,3,2,4,4,2,12,15,3,3.63842105263158,2.95,-8.63157894736842,2.5,-12.72
"76","5f8567ed916759000a735627",3,3,5,3,3,5,2,3,5,6,5,5,2,5,3,2,3,3,7,6,6,14,13,21,48,-2,-3,5,0,10,8,19,37,-2,-4,7,15,240,0.45,0.55,0.65,0.55,0.45,0.35,0.714,0.8,0.383,0.617,0.6,0.221,0.05,50,3,47,48,10,11.346,8.219,1.881,0.575,0.708,5.054,4.351,2.951,2.209,4.219,0.7,0.537,0.418,0.667,0.517,0.556,0.636,0.439,0.25,0.225,0.229,0.237,31.662,29.777,12.144,15.504,0.925,0.825,-0.1,-5.235,-4.5,-3,-3.714,1.45,13,15,0.6,0.433,4,4,4,3,4,2,2,3,2,4,2,2,15,11,-4,-13.9462915601023,7.91304347826087,-43.1764705882353,4.88235294117647,-32.2608695652174
"77","5f858743256d25036d9fa693",2,4,4,3,6,6,5,5,7,5,4,5,2,1,3,7,1,3,6,1,6,13,22,21,56,-3,6,5,8,6,11,13,30,-6,-1,1,11,240,0.419,0.581,0.1875,0.025,0.975,0.8125,0.8,0.775,0.467,0.533,0.10625,0.567,0.081,50,10,40,33,17,9.733,0.818,3.267,0.717,0.712,1.083,3.216,1.908,2.094,4.1,0.793,0.603,0.66,0.763,0.483,0.603,0.528,0.627,0.242,0.242,0.221,0.246,37.588,38.196,8.746,12.137,0.8,0.825,0.025,0.643,-2.5,2.625,-6.286,5.768,11,11,0.667,0.7,4,4,4,4,4,2,3,3,4,4,4,3,16,12,-4,2.64674908424908,6.15384615384615,-30.9285714285714,6.41666666666667,-33.3125
"78","5f8a565874d414118b763b93",1,5,3,3,1,2,1,3,6,6,5,6,4,5,3,4,3,1,6,5,7,12,7,23,42,-4,-9,7,-6,12,8,18,38,0,-4,6,13,240,0.613,0.387,0.3875,0.6125,0.3875,0.6125,0.586,0.677,0.65,0.35,0.5,0.421,0.113,50,2,48,47,3,10.021,5.291,0.267,0.779,0.842,5.421,1.55,1.86,1.973,3.996,0.9,0.768,0.627,0.833,0.4,0.393,0.424,0.467,0.25,0.233,0.246,0.25,20.396,23.064,13.205,17.671,0.692,0.683,-0.009,-2.269,3.037,-12.25,-11.077,4.133,13,13,0.667,0.7,2,3,3,4,2,2,3,3,3,4,2,2,12,10,-2,-1.13752131287297,10.5652173913043,-11.5625,10.1666666666667,-10.8235294117647
"79","5f8c6db7effb9e3ce1b7f633",4,4,4,2,2,3,3,3,3,2,3,2,1,5,1,1,1,1,6,3,5,14,11,10,35,-2,-5,-6,-13,7,3,14,24,-5,-9,2,13,240,0.431,0.569,0.2125,0.075,0.925,0.7875,0.739,0.622,0.475,0.525,0.14375,0.546,0.069,50,2,48,49,19,11.071,4.498,1.373,0.792,0.804,4.158,0.611,1.838,2.426,4.436,0.883,0.767,0.737,0.75,0.533,0.567,0.491,0.607,0.25,0.25,0.237,0.233,26.029,24.957,12.355,17.29,0.75,0.8,0.05,-0.893,-0.321,-13.3,3.875,-16.604,14,13,0.5,0.533,4,4,4,4,2,2,2,2,4,2,3,2,16,8,-8,1.72649572649573,7.48148148148148,-19,9.59259259259259,-18.6153846153846
"80","5f936c5531a30e1459f2d51b",5,6,6,5,7,5,5,7,6,5,5,5,7,7,5,5,5,1,6,4,4,22,24,21,67,6,8,5,19,19,11,14,44,7,-1,2,15,240,0.494,0.506,0.0125,0,1,0.9875,0.724,0.645,0.492,0.508,0.00625,0.404,0.006,50,2,48,47,9,11.262,2.125,0.218,0.5,0.712,2.033,2.71,1.129,1.256,3.26,0.475,0.5,0.508,0.55,0.475,0.593,0.458,0.517,0.246,0.225,0.246,0.25,27.554,32.143,11.046,14.559,0.9,0.95,0.05,3.111,2.3,-7.667,15,-23.478,14,15,0.533,0.5,4,5,4,4,3,3,3,3,5,5,3,2,17,12,-5,4.0530303030303,3.75,-49.5,7.63636363636364,-49.6666666666667
"81","5f97259ff853640ac8065fd3",4,5,4,5,4,3,3,4,4,4,4,5,4,6,5,3,4,4,6,5,5,18,14,17,49,2,-2,1,1,15,11,16,42,3,-1,4,10,240,0.45,0.55,0.5375,0.4375,0.5625,0.4625,0.741,0.697,0.458,0.542,0.4875,0.321,0.05,30,4,26,25,1,8.896,0.236,1.152,0.596,0.688,0.211,2.594,2.429,2.035,4.052,0.618,0.564,0.605,0.667,0.545,0.527,0.558,0.537,0.229,0.229,0.179,0.225,14.908,20.324,4.867,9.498,0.825,0.975,0.15,2.097,2.871,-8.143,-6,-1.369,12,10,0.633,0.667,3,3,3,3,3,3,3,3,4,4,4,2,12,12,0,4.18695652173913,10.9130434782609,-21,10.95,-25.15
"82","5f9742fcd891550f11b39df5",4,7,5,7,7,4,4,2,6,4,3,5,7,1,7,7,1,5,7,4,3,23,17,18,58,7,1,2,10,15,13,14,42,3,1,2,9,240,0.094,0.906,0.825,0.0125,0.9875,0.175,0.538,0.723,0.1,0.9,0.41875,0.45,0.406,50,3,47,43,6,6.225,7.473,9.229,0.721,0.708,0.795,1.139,3.016,2.119,4.126,0.845,0.709,0.672,0.683,0.81,0.8,0.69,0.8,0.242,0.229,0.242,0.25,24.075,28.612,8.867,7.755,0.825,0.925,0.1,1.281,1.424,-1.429,-2,0.714,15,9,0.533,0.8,3,3,3,4,4,4,4,3,3,4,4,2,13,15,2,19.3159340659341,4.57692307692308,-21.5714285714286,6.71428571428571,-38.75
"83","5f997fe115909c05af475b09",5,5,6,2,6,6,4,3,5,6,7,6,6,6,6,1,1,2,6,6,5,18,19,24,61,2,3,8,13,18,4,17,39,6,-8,5,15,240,0.481,0.519,0.2625,0.225,0.775,0.7375,0.588,0.615,0.442,0.558,0.24375,0.279,0.019,47,1,46,43,0,9.525,1.35,2.207,0.662,0.742,0.541,2.974,1.614,1.521,3.535,0.8,0.561,0.569,0.678,0.467,0.544,0.51,0.525,0.25,0.237,0.212,0.246,14.271,18.014,10,14.012,0.8,0.925,0.125,1.759,-2.583,-3.875,-7.667,-0.55,15,15,0.533,0.533,2,2,2,4,4,4,3,2,4,5,4,1,10,13,3,-3.96365914786968,11.7619047619048,-13.3684210526316,9.54166666666667,-11.625
"84","5fa0b8fd4cbe9714ce04cb54",4,4,5,5,3,2,3,3,4,5,4,5,4,6,4,3,3,4,5,5,5,18,11,18,47,2,-5,2,-1,14,10,15,39,2,-2,3,13,240,0.256,0.744,0.5125,0.025,0.975,0.4875,0.667,0.8,0.292,0.708,0.26875,0.471,0.244,50,1,49,49,5,12.804,1.82,4.666,0.842,0.833,1.25,5.314,2.471,3.247,5.26,0.917,0.862,0.672,0.914,0.667,0.69,0.69,0.603,0.25,0.242,0.242,0.242,22.746,29.636,15.348,17.938,0.75,0.725,-0.025,1.433,-5.417,-9.3,-5.091,-11.059,13,13,0.7,0.667,3,3,4,3,3,3,3,3,5,2,2,3,13,12,-1,4.57949467412383,10.3461538461538,-11.9285714285714,19.9130434782609,-6.94117647058824
"85","5fa1c180c81f2833b188b00e",1,5,2,3,7,2,2,1,4,2,5,4,6,6,6,6,1,2,7,5,6,11,12,15,38,-5,-4,-1,-10,18,9,18,45,6,-3,6,10,240,0.688,0.312,0.175,0.55,0.45,0.825,0.704,0.576,0.775,0.225,0.3625,0.6,0.188,45,1,44,43,0,10.038,1.061,3.615,0.612,0.7,2.2,5.528,1.775,1.844,3.858,0.632,0.49,0.618,0.66,0.246,0.373,0.509,0.377,0.237,0.212,0.229,0.221,13.354,21.474,10.899,16.259,0.9,0.85,-0.05,-4.115,-7.233,10.25,3,4.132,15,10,0.433,0.7,4,4,4,4,2,1,1,3,5,4,3,1,16,7,-9,-8.14583333333334,11.9583333333333,-15.1875,10.8,-8.2
"86","5fa4721c8826280efc7ea386",4,3,6,5,1,2,1,3,5,5,6,6,3,5,5,4,6,2,7,4,5,18,7,22,47,2,-9,6,-1,13,12,16,41,1,0,4,7,240,0.619,0.381,0.125,0.3625,0.6375,0.875,0.633,0.9,0.658,0.342,0.24375,0.2,0.119,45,6,39,38,0,7.288,4.126,5.961,0.592,0.654,1.333,0.975,1.26,1.109,3.113,0.667,0.49,0.593,0.592,0.404,0.451,0.463,0.408,0.237,0.212,0.225,0.204,23.354,27.694,8.354,10.816,0.8,0.625,-0.175,2.129,0.28,-1.75,2.133,-5.732,10,7,0.733,0.767,2,3,2,3,2,3,2,3,2,2,2,2,10,10,0,-9.59761904761905,8.21428571428571,-13.3333333333333,5.25,-6.7
"87","5fa472cf29a8e70f22c5d521",5,5,6,7,2,3,2,3,7,7,6,6,3,5,3,1,1,5,6,5,6,23,10,26,59,7,-6,10,11,11,7,17,35,-1,-5,5,15,240,0.931,0.069,0.05,0.9125,0.0875,0.95,0.6,0.6,0.95,0.05,0.48125,0.558,0.431,43,6,37,36,0,13.375,1.247,2.032,0.758,0.788,5,3.079,2.373,2.791,4.801,0.818,0.745,0.755,0.763,0.145,0.291,0.151,0.271,0.229,0.229,0.221,0.246,21.742,31.996,7.056,10.453,0.825,0.825,0,-7.286,-3.29,4.143,-2.143,10.281,15,15,0.633,0.567,3,4,3,4,3,3,3,3,4,4,3,2,14,12,-2,-2.54049398876985,15.1923076923077,-17.6428571428571,16.9310344827586,-13.3636363636364
"88","5fa547efe090751e68baced1",2,2,4,4,6,5,5,7,5,6,3,7,2,6,1,7,2,1,5,3,1,12,23,21,56,-4,7,5,8,9,10,9,28,-3,-2,-3,10,240,0.581,0.419,0.525,0.6875,0.3125,0.475,0.781,0.679,0.583,0.417,0.60625,0.521,0.081,42,4,38,38,33,6.708,2.045,2.57,0.696,0.729,1.167,0.974,1.905,1.902,3.921,0.847,0.545,0.607,0.746,0.271,0.564,0.589,0.305,0.246,0.229,0.233,0.246,18.638,22.756,7.925,11.568,0.625,0.75,0.125,-2.143,-1.357,0.2,0.1,0.886,12,10,0.667,0.767,3,3,4,4,4,2,3,4,1,5,5,2,14,13,-1,1.68493202703729,8.72222222222222,-9.18181818181818,9.90476190476191,-9.68421052631579
"89","5fa88ca41b1a9d747073bd27",6,7,7,6,2,4,2,3,7,7,4,6,3,4,2,4,3,3,6,6,6,26,11,24,61,10,-5,8,13,9,10,18,37,-3,-2,6,14,240,0.5,0.5,0,0,1,1,0.667,0.733,0.5,0.5,0,0.371,0,50,6,44,35,71,1.767,10.286,11.125,0.675,0.667,0.95,0.1,3.05,1.692,3.7,0.783,0.618,0.604,0.709,0.417,0.545,0.604,0.491,0.25,0.229,0.221,0.229,36.092,36.775,7.729,8.613,0.575,0.6,0.025,-0.478,-0.25,-1.588,0.625,-1.985,10,14,0.7,0.567,2,2,2,4,2,2,2,4,1,4,4,3,10,10,0,-2.94347567749102,1.90909090909091,-5.11111111111111,0.782608695652174,-3.29411764705882
"90","5fa94ee12438bf08ad45f75f",4,5,5,3,4,4,5,3,5,6,5,5,1,2,1,1,1,1,6,4,5,17,16,21,54,1,0,5,6,4,3,15,22,-8,-9,3,11,240,0.506,0.494,0,0.0125,0.9875,1,0.742,0.621,0.5,0.5,0.00625,0.379,0.006,39,5,34,29,219,0.088,4.769,4.752,0.746,0.746,0.025,0.05,1.457,0.967,2.984,0.815,0.717,0.766,0.739,0.556,0.453,0.574,0.413,0.225,0.221,0.196,0.192,24.146,24.15,5.648,5.682,0.425,0.6,0.175,0,0.042,0.043,0.062,0.023,15,11,0.467,0.767,2,3,2,2,2,2,2,2,2,2,4,1,9,8,-1,0.0643115942028986,0,0.0434782608695652,-0.0416666666666667,-0.0625
"91","5faaebb272441153516e1b27",4,5,5,5,6,5,5,5,3,3,4,3,5,4,2,6,2,2,6,5,6,19,21,13,53,3,5,-3,5,11,10,17,38,-1,-2,5,15,240,0.45,0.55,0.175,0.075,0.925,0.825,0.739,0.649,0.492,0.508,0.125,0.3,0.05,33,6,27,24,20,5.083,4.669,4.509,0.496,0.654,2.939,1.294,4.883,1.712,3.716,0.61,0.38,0.472,0.517,0.559,0.52,0.453,0.567,0.246,0.208,0.221,0.25,22.175,20.654,4.346,6.303,0.875,0.825,-0.05,-3.393,-0.963,-0.4,-2.571,4.601,15,15,0.4,0.4,4,3,4,2,4,4,4,2,5,4,2,2,13,14,1,-2.37108288131306,2.21428571428571,-31.3076923076923,0.411764705882353,-30.7391304347826
